"iso3c","date","value"
"IND",2021,99.6
"IRL",2000,100
"IRL",2001,100
"IRL",2002,100
"IRL",2003,100
"IRL",2004,100
"IRL",2005,100
"IRL",2006,100
"IRL",2007,100
"IRL",2008,100
"IRL",2009,100
"IRL",2010,100
"IRL",2011,100
"IRL",2012,100
"IRL",2013,100
"IRL",2014,100
"IRL",2015,100
"IRL",2016,100
"IRL",2017,100
"IRL",2018,100
"IRL",2019,100
"IRL",2020,100
"IRL",2021,100
"IRN",2000,97.9
"IRN",2001,98.1
"IRN",2002,98.1
"IRN",2003,98.2
"IRN",2004,98.3
"IRN",2005,98.4
"IRN",2006,98.4
"IRN",2007,98.7
"IRN",2008,98.8
"IRN",2009,99.7
"IRN",2010,99.4
"IRN",2011,99.5
"IRN",2012,99.5
"IRN",2013,99.8
"IRN",2014,100
"IRN",2015,100
"IRN",2016,100
"IRN",2017,99.9
"IRN",2018,100
"IRN",2019,100
"IRN",2020,100
"IRN",2021,100
"IRQ",2000,96.8
"IRQ",2001,96.9
"IRQ",2002,97.1
"IRQ",2003,97.2
"IRQ",2004,97.3
"IRQ",2005,97.4
"IRQ",2006,97.6
"IRQ",2007,98.1
"IRQ",2008,97.9
"IRQ",2009,98.1
"IRQ",2010,98.4
"IRQ",2011,98
"IRQ",2012,99.3
"IRQ",2013,99
"IRQ",2014,99.2
"IRQ",2015,99.4
"IRQ",2016,99.7
"IRQ",2017,99.9
"IRQ",2018,99.9
"IRQ",2019,100
"IRQ",2020,100
"IRQ",2021,100
"ISL",2000,100
"ISL",2001,100
"ISL",2002,100
"ISL",2003,100
"ISL",2004,100
"ISL",2005,100
"ISL",2006,100
"ISL",2007,100
"ISL",2008,100
"ISL",2009,100
"ISL",2010,100
"ISL",2011,100
"ISL",2012,100
"ISL",2013,100
"ISL",2014,100
"ISL",2015,100
"ISL",2016,100
"ISL",2017,100
"ISL",2018,100
"ISL",2019,100
"ISL",2020,100
"ISL",2021,100
"ISR",2000,100
"ISR",2001,100
"ISR",2002,100
"ISR",2003,100
"ISR",2004,100
"ISR",2005,100
"ISR",2006,100
"ISR",2007,100
"ISR",2008,100
"ISR",2009,100
"ISR",2010,100
"ISR",2011,100
"ISR",2012,100
"ISR",2013,100
"ISR",2014,100
"ISR",2015,100
"ISR",2016,100
"ISR",2017,100
"ISR",2018,100
"ISR",2019,100
"ISR",2020,100
"ISR",2021,100
"ITA",2000,100
"ITA",2001,100
"ITA",2002,100
"ITA",2003,100
"ITA",2004,100
"ITA",2005,100
"ITA",2006,100
"ITA",2007,100
"ITA",2008,100
"ITA",2009,100
"ITA",2010,100
"ITA",2011,100
"ITA",2012,100
"ITA",2013,100
"ITA",2014,100
"ITA",2015,100
"ITA",2016,100
"ITA",2017,100
"ITA",2018,100
"ITA",2019,100
"ITA",2020,100
"ITA",2021,100
"JAM",2000,84.4
"JAM",2001,87.7
"JAM",2002,86.7
"JAM",2003,86.5
"JAM",2004,87.2
"JAM",2005,88
"JAM",2006,88.7
"JAM",2007,89.4
"JAM",2008,92
"JAM",2009,91
"JAM",2010,92.2
"JAM",2011,91.1
"JAM",2012,93.1
"JAM",2013,93.9
"JAM",2014,93.3
"JAM",2015,94.9
"JAM",2016,96.6
"JAM",2017,97.4
"JAM",2018,98.2
"JAM",2019,98.9
"JAM",2020,99.7
"JAM",2021,100
"JOR",2000,99
"JOR",2001,99
"JOR",2002,99.5
"JOR",2003,99
"JOR",2004,99.2
"JOR",2005,99
"JOR",2006,100
"JOR",2007,98.8
"JOR",2008,100
"JOR",2009,99.4
"JOR",2010,100
"JOR",2011,99.6
"JOR",2012,99.5
"JOR",2013,99.7
"JOR",2014,99.8
"JOR",2015,99.9
"JOR",2016,100
"JOR",2017,100
"JOR",2018,99.9
"JOR",2019,99.9
"JOR",2020,99.9
"JOR",2021,99.9
"JPN",2000,100
"JPN",2001,100
"JPN",2002,100
"JPN",2003,100
"JPN",2004,100
"JPN",2005,100
"JPN",2006,100
"JPN",2007,100
"JPN",2008,100
"JPN",2009,100
"JPN",2010,100
"JPN",2011,100
"JPN",2012,100
"JPN",2013,100
"JPN",2014,100
"JPN",2015,100
"JPN",2016,100
"JPN",2017,100
"JPN",2018,100
"JPN",2019,100
"JPN",2020,100
"JPN",2021,100
"KAZ",2000,99.6
"KAZ",2001,99.7
"KAZ",2002,99.8
"KAZ",2003,99.9
"KAZ",2004,100
"KAZ",2005,100
"KAZ",2006,99.8
"KAZ",2007,100
"KAZ",2008,100
"KAZ",2009,100
"KAZ",2010,100
"KAZ",2011,99.8
"KAZ",2012,100
"KAZ",2013,100
"KAZ",2014,100
"KAZ",2015,100
"KAZ",2016,100
"KAZ",2017,100
"KAZ",2018,100
"KAZ",2019,100
"KAZ",2020,100
"KAZ",2021,100
"KEN",2000,15.2
"KEN",2001,17
"KEN",2002,18.9
"KEN",2003,16
"KEN",2004,22.6
"KEN",2005,24.5
"KEN",2006,26.4
"KEN",2007,28.3
"KEN",2008,30.3
"KEN",2009,23
"KEN",2010,19.2
"KEN",2011,36.2
"KEN",2012,38.1
"KEN",2013,40.1
"KEN",2014,36
"KEN",2015,41.6
"KEN",2016,53.1
"KEN",2017,55.8
"KEN",2018,61.2
"KEN",2019,69.7
"KEN",2020,71.5
"KEN",2021,76.5
"KGZ",2000,99.6
"KGZ",2001,99.5
"KGZ",2002,100
"KGZ",2003,99.4
"KGZ",2004,99.3
"KGZ",2005,99.4
"KGZ",2006,98.9
"KGZ",2007,99.5
"KGZ",2008,99.5
"KGZ",2009,99.5
"KGZ",2010,99
"KGZ",2011,98.3
"KGZ",2012,99.8
"KGZ",2013,98.9
"KGZ",2014,99.8
"KGZ",2015,98.7
"KGZ",2016,99.7
"KGZ",2017,100
"KGZ",2018,100
"KGZ",2019,99.9
"KGZ",2020,99.9
"KGZ",2021,99.7
"KHM",2000,16.6
"KHM",2001,9.5
"KHM",2002,13.1
"KHM",2003,19.3
"KHM",2004,14.2
"KHM",2005,20.5
"KHM",2006,27.5
"KHM",2007,20.2
"KHM",2008,26.4
"KHM",2009,25.6
"KHM",2010,31.1
"KHM",2011,37.4
"KHM",2012,42.3
"KHM",2013,50.9
"KHM",2014,56.1
"KHM",2015,62.7
"KHM",2016,68.8
"KHM",2017,89.1
"KHM",2018,80.7
"KHM",2019,84
"KHM",2020,86.4
"KHM",2021,82.5
"KIR",2000,55.6
"KIR",2001,57.3
"KIR",2002,59
"KIR",2003,60.7
"KIR",2004,62.4
"KIR",2005,69.7
"KIR",2006,68.8
"KIR",2007,67.7
"KIR",2008,69.4
"KIR",2009,64.2
"KIR",2010,63.2
"KIR",2011,74.9
"KIR",2012,76.7
"KIR",2013,78.8
"KIR",2014,83.4
"KIR",2015,90.6
"KIR",2016,92.6
"KIR",2017,85.7
"KIR",2018,87.5
"KIR",2019,89.3
"KIR",2020,91
"KIR",2021,92.8
"KNA",2000,95.4
"KNA",2001,93.5
"KNA",2002,95.8
"KNA",2003,96
"KNA",2004,96.3
"KNA",2005,96.5
"KNA",2006,96.7
"KNA",2007,97
"KNA",2008,97.3
"KNA",2009,97.6
"KNA",2010,99.8
"KNA",2011,100
"KNA",2012,100
"KNA",2013,100
"KNA",2014,100
"KNA",2015,100
"KNA",2016,100
"KNA",2017,100
"KNA",2018,100
"KNA",2019,100
"KNA",2020,100
"KNA",2021,100
"KOR",2000,100
"KOR",2001,100
"KOR",2002,100
"KOR",2003,100
"KOR",2004,100
"KOR",2005,100
"KOR",2006,100
"KOR",2007,100
"KOR",2008,100
"KOR",2009,100
"KOR",2010,100
"KOR",2011,100
"KOR",2012,100
"KOR",2013,100
"KOR",2014,100
"KOR",2015,100
"KOR",2016,100
"KOR",2017,100
"KOR",2018,100
"KOR",2019,100
"KOR",2020,100
"KOR",2021,100
"KWT",2000,100
"KWT",2001,100
"KWT",2002,100
"KWT",2003,100
"KWT",2004,100
"KWT",2005,100
"KWT",2006,100
"KWT",2007,100
"KWT",2008,100
"KWT",2009,100
"KWT",2010,100
"KWT",2011,100
"KWT",2012,100
"KWT",2013,100
"KWT",2014,100
"KWT",2015,100
"KWT",2016,100
"KWT",2017,100
"KWT",2018,100
"KWT",2019,100
"KWT",2020,100
"KWT",2021,100
"LAO",2000,42.6
"LAO",2001,45.3
"LAO",2002,46.3
"LAO",2003,48
"LAO",2004,53.5
"LAO",2005,57.2
"LAO",2006,57
"LAO",2007,55
"LAO",2008,66
"LAO",2009,67.4
"LAO",2010,70.2
"LAO",2011,70
"LAO",2012,76.4
"LAO",2013,79.3
"LAO",2014,82.5
"LAO",2015,89.7
"LAO",2016,89
"LAO",2017,93.6
"LAO",2018,92.9
"LAO",2019,98.4
"LAO",2020,99.3
"LAO",2021,100
"LBN",2000,99.3
"LBN",2001,99.3
"LBN",2002,99.3
"LBN",2003,99.2
"LBN",2004,99.9
"LBN",2005,99.2
"LBN",2006,99.4
"LBN",2007,97.8
"LBN",2008,99.9
"LBN",2009,99.3
"LBN",2010,99.5
"LBN",2011,99.7
"LBN",2012,99.5
"LBN",2013,99.6
"LBN",2014,99.7
"LBN",2015,99.7
"LBN",2016,99.8
"LBN",2017,99.9
"LBN",2018,99.7
"LBN",2019,100
"LBN",2020,100
"LBN",2021,100
"LBR",2007,3
"LBR",2008,1.3
"LBR",2009,1.9
"LBR",2010,5.3
"LBR",2011,4.1
"LBR",2012,9.3
"LBR",2013,9.8
"LBR",2014,9.4
"LBR",2015,15.2
"LBR",2016,17.7
"LBR",2017,24.2
"LBR",2018,22.8
"LBR",2019,23.1
"LBR",2020,27.6
"LBR",2021,29.8
"LBY",2000,99.8
"LBY",2001,96.9
"LBY",2002,95.2
"LBY",2003,93.5
"LBY",2004,91.8
"LBY",2005,90.1
"LBY",2006,88.4
"LBY",2007,86.8
"LBY",2008,85.1
"LBY",2009,83.5
"LBY",2010,81.9
"LBY",2011,80.3
"LBY",2012,78.7
"LBY",2013,77.1
"LBY",2014,75.5
"LBY",2015,73.8
"LBY",2016,72.2
"LBY",2017,70.6
"LBY",2018,67
"LBY",2019,68.5
"LBY",2020,69.4
"LBY",2021,70.2
"LCA",2000,86
"LCA",2001,89.9
"LCA",2002,87.7
"LCA",2003,88.5
"LCA",2004,89.3
"LCA",2005,90.1
"LCA",2006,90.9
"LCA",2007,91.8
"LCA",2008,92.7
"LCA",2009,93.5
"LCA",2010,94.2
"LCA",2011,95.4
"LCA",2012,95.3
"LCA",2013,97.2
"LCA",2014,98.1
"LCA",2015,99
"LCA",2016,99.8
"LCA",2017,99.9
"LCA",2018,100
"LCA",2019,100
"LCA",2020,100
"LCA",2021,100
"LIE",2000,100
"LIE",2001,100
"LIE",2002,100
"LIE",2003,100
"LIE",2004,100
"LIE",2005,100
"LIE",2006,100
"LIE",2007,100
"LIE",2008,100
"LIE",2009,100
"LIE",2010,100
"LIE",2011,100
"LIE",2012,100
"LIE",2013,100
"LIE",2014,100
"LIE",2015,100
"LIE",2016,100
"LIE",2017,100
"LIE",2018,100
"LIE",2019,100
"LIE",2020,100
"LIE",2021,100
"LKA",2000,70.3
"LKA",2001,63.6
"LKA",2002,80.7
"LKA",2003,75
"LKA",2004,76.5
"LKA",2005,78.1
"LKA",2006,82
"LKA",2007,80
"LKA",2008,82.9
"LKA",2009,87.1
"LKA",2010,85.3
"LKA",2011,87.8
"LKA",2012,87
"LKA",2013,90.2
"LKA",2014,92.7
"LKA",2015,94.3
"LKA",2016,97.5
"LKA",2017,97.5
"LKA",2018,99.6
"LKA",2019,99.8
"LKA",2020,100
"LKA",2021,100
"LSO",2000,4.3
"LSO",2001,1.3
"LSO",2002,3.4
"LSO",2003,5.4
"LSO",2004,6.8
"LSO",2005,9.6
"LSO",2006,9.7
"LSO",2007,13.9
"LSO",2008,16
"LSO",2009,17
"LSO",2010,17
"LSO",2011,22.5
"LSO",2012,20.6
"LSO",2013,26.9
"LSO",2014,27.8
"LSO",2015,31.8
"LSO",2016,35.1
"LSO",2017,33.7
"LSO",2018,47
"LSO",2019,44.6
"LSO",2020,47.5
"LSO",2021,50.4
"LTU",2000,99.5
"LTU",2001,99.5
"LTU",2002,99.4
"LTU",2003,99.4
"LTU",2004,99.4
"LTU",2005,99.4
"LTU",2006,99.4
"LTU",2007,99.4
"LTU",2008,99.4
"LTU",2009,99.5
"LTU",2010,99.7
"LTU",2011,99.7
"LTU",2012,100
"LTU",2013,100
"LTU",2014,100
"LTU",2015,100
"LTU",2016,100
"LTU",2017,100
"LTU",2018,100
"LTU",2019,100
"LTU",2020,100
"LTU",2021,100
"LUX",2000,100
"LUX",2001,100
"LUX",2002,100
"LUX",2003,100
"LUX",2004,100
"LUX",2005,100
"LUX",2006,100
"LUX",2007,100
"LUX",2008,100
"LUX",2009,100
"LUX",2010,100
"LUX",2011,100
"LUX",2012,100
"LUX",2013,100
"LUX",2014,100
"LUX",2015,100
"LUX",2016,100
"LUX",2017,100
"LUX",2018,100
"LUX",2019,100
"LUX",2020,100
"LUX",2021,100
"LVA",2000,99.9
"LVA",2001,99.9
"LVA",2002,99.8
"LVA",2003,99.8
"LVA",2004,99.7
"LVA",2005,99.7
"LVA",2006,99.6
"LVA",2007,99.7
"LVA",2008,99.7
"LVA",2009,100
"LVA",2010,99.8
"LVA",2011,99.8
"LVA",2012,100
"LVA",2013,100
"LVA",2014,100
"LVA",2015,100
"LVA",2016,100
"LVA",2017,100
"LVA",2018,100
"LVA",2019,100
"LVA",2020,100
"LVA",2021,100
"MAC",2000,100
"MAC",2001,100
"MAC",2002,100
"MAC",2003,100
"MAC",2004,100
"MAC",2005,100
"MAC",2006,100
"MAC",2007,100
"MAC",2008,100
"MAC",2009,100
"MAC",2010,100
"MAC",2011,100
"MAC",2012,100
"MAC",2013,100
"MAC",2014,100
"MAC",2015,100
"MAC",2016,100
"MAC",2017,100
"MAC",2018,100
"MAC",2019,100
"MAC",2020,100
"MAC",2021,100
"MAF",2000,100
"MAF",2001,99.9
"MAF",2002,99.9
"MAF",2003,99.8
"MAF",2004,99.8
"MAF",2005,99.7
"MAF",2006,99.7
"MAF",2007,99.7
"MAF",2008,99.7
"MAF",2009,99.7
"MAF",2010,100
"MAF",2011,100
"MAF",2012,100
"MAF",2013,100
"MAF",2014,100
"MAF",2015,100
"MAF",2016,100
"MAF",2017,100
"MAF",2018,100
"MAF",2019,100
"MAF",2020,100
"MAF",2021,100
"MAR",2000,69.8
"MAR",2001,71.6
"MAR",2002,73.3
"MAR",2003,75.1
"MAR",2004,78.2
"MAR",2005,78.6
"MAR",2006,96.5
"MAR",2007,82.2
"MAR",2008,84.1
"MAR",2009,85.9
"MAR",2010,95.7
"MAR",2011,96.1
"MAR",2012,96.4
"MAR",2013,97.2
"MAR",2014,97.3
"MAR",2015,97.3
"MAR",2016,97.8
"MAR",2017,100
"MAR",2018,98.1
"MAR",2019,99.6
"MAR",2020,100
"MAR",2021,100
"MCO",2000,100
"MCO",2001,100
"MCO",2002,100
"MCO",2003,100
"MCO",2004,100
"MCO",2005,100
"MCO",2006,100
"MCO",2007,100
"MCO",2008,100
"MCO",2009,100
"MCO",2010,100
"MCO",2011,100
"MCO",2012,100
"MCO",2013,100
"MCO",2014,100
"MCO",2015,100
"MCO",2016,100
"MCO",2017,100
"MCO",2018,100
"MCO",2019,100
"MCO",2020,100
"MCO",2021,100
"MDA",2000,98.7
"MDA",2001,98.8
"MDA",2002,99
"MDA",2003,98.8
"MDA",2004,99.1
"MDA",2005,98.6
"MDA",2006,98.9
"MDA",2007,99
"MDA",2008,99.1
"MDA",2009,99.2
"MDA",2010,99.3
"MDA",2011,99.4
"MDA",2012,99.5
"MDA",2013,99.6
"MDA",2014,99.8
"MDA",2015,99.9
"MDA",2016,99.9
"MDA",2017,100
"MDA",2018,100
"MDA",2019,100
"MDA",2020,100
"MDA",2021,100
"MDG",2000,12.6
"MDG",2001,14.8
"MDG",2002,14
"MDG",2003,20.3
"MDG",2004,15.3
"MDG",2005,16
"MDG",2006,16.8
"MDG",2007,17.5
"MDG",2008,18.3
"MDG",2009,17.4
"MDG",2010,12.3
"MDG",2011,14.3
"MDG",2012,18.7
"MDG",2013,12.9
"MDG",2014,23
"MDG",2015,23.8
"MDG",2016,22.9
"MDG",2017,24.1
"MDG",2018,36.5
"MDG",2019,31
"MDG",2020,32
"MDG",2021,35.1
"MDV",2000,83.8
"MDV",2001,87.5
"MDV",2002,88.3
"MDV",2003,89.1
"MDV",2004,90
"MDV",2005,90.9
"MDV",2006,91.7
"MDV",2007,92.6
"MDV",2008,93.6
"MDV",2009,99.9
"MDV",2010,99
"MDV",2011,99.1
"MDV",2012,99.2
"MDV",2013,99.4
"MDV",2014,100
"MDV",2015,99.8
"MDV",2016,100
"MDV",2017,99.8
"MDV",2018,100
"MDV",2019,100
"MDV",2020,100
"MDV",2021,100
"MEX",2000,98
"MEX",2001,97.1
"MEX",2002,97.9
"MEX",2003,97.4
"MEX",2004,98.6
"MEX",2005,98.9
"MEX",2006,99.1
"MEX",2007,97.9
"MEX",2008,98.9
"MEX",2009,98.3
"MEX",2010,99.2
"MEX",2011,99
"MEX",2012,99.1
"MEX",2013,99.1
"MEX",2014,99.2
"MEX",2015,99
"MEX",2016,99.5
"MEX",2017,100
"MEX",2018,99.5
"MEX",2019,99.6
"MEX",2020,99.4
"MEX",2021,100
"MHL",2000,68.6
"MHL",2001,70.1
"MHL",2002,71.5
"MHL",2003,72.9
"MHL",2004,74.3
"MHL",2005,75.7
"MHL",2006,77.2
"MHL",2007,72.3
"MHL",2008,80.2
"MHL",2009,81.7
"MHL",2010,89.4
"MHL",2011,89.9
"MHL",2012,90.4
"MHL",2013,90.9
"MHL",2014,91.5
"MHL",2015,92.1
"MHL",2016,92.7
"MHL",2017,93.8
"MHL",2018,95.3
"MHL",2019,96.8
"MHL",2020,98.3
"MHL",2021,99.8
"MKD",2000,99
"MKD",2001,99
"MKD",2002,99
"MKD",2003,99
"MKD",2004,99.4
"MKD",2005,99.1
"MKD",2006,99
"MKD",2007,99.1
"MKD",2008,99.2
"MKD",2009,99.2
"MKD",2010,99.5
"MKD",2011,99.7
"MKD",2012,99.6
"MKD",2013,99.7
"MKD",2014,99.8
"MKD",2015,99.9
"MKD",2016,100
"MKD",2017,100
"MKD",2018,99.8
"MKD",2019,100
"MKD",2020,100
"MKD",2021,100
"MLI",2000,9.6
"MLI",2001,10.8
"MLI",2002,13
"MLI",2003,14.7
"MLI",2004,16.4
"MLI",2005,18.2
"MLI",2006,16.6
"MLI",2007,21.7
"MLI",2008,23.4
"MLI",2009,24
"MLI",2010,27
"MLI",2011,28.8
"MLI",2012,25.6
"MLI",2013,32.4
"MLI",2014,34.2
"MLI",2015,37.6
"MLI",2016,38.8
"MLI",2017,34.8
"MLI",2018,50.9
"MLI",2019,47.9
"MLI",2020,50.6
"MLI",2021,53.4
"MLT",2000,100
"MLT",2001,100
"MLT",2002,100
"MLT",2003,100
"MLT",2004,100
"MLT",2005,100
"MLT",2006,100
"MLT",2007,100
"MLT",2008,100
"MLT",2009,100
"MLT",2010,100
"MLT",2011,100
"MLT",2012,100
"MLT",2013,100
"MLT",2014,100
"MLT",2015,100
"MLT",2016,100
"MLT",2017,100
"MLT",2018,100
"MLT",2019,100
"MLT",2020,100
"MLT",2021,100
"MMR",2000,41.9
"MMR",2001,43
"MMR",2002,47
"MMR",2003,45.1
"MMR",2004,46.2
"MMR",2005,47.3
"MMR",2006,48.4
"MMR",2007,49.5
"MMR",2008,50.6
"MMR",2009,51.8
"MMR",2010,48.8
"MMR",2011,54.1
"MMR",2012,55.3
"MMR",2013,56.5
"MMR",2014,52
"MMR",2015,60.5
"MMR",2016,55.6
"MMR",2017,69.8
"MMR",2018,66.1
"MMR",2019,68.3
"MMR",2020,70.4
"MMR",2021,72.5
"MNE",2000,99.1
"MNE",2001,99.1
"MNE",2002,99
"MNE",2003,99
"MNE",2004,99
"MNE",2005,99.8
"MNE",2006,99
"MNE",2007,99
"MNE",2008,99
"MNE",2009,99.1
"MNE",2010,99.2
"MNE",2011,99
"MNE",2012,99.3
"MNE",2013,99.7
"MNE",2014,97.7
"MNE",2015,99.5
"MNE",2016,99.6
"MNE",2017,100
"MNE",2018,100
"MNE",2019,100
"MNE",2020,99.9
"MNE",2021,99.8
"MNG",2000,67.3
"MNG",2001,71.7
"MNG",2002,72.8
"MNG",2003,76.3
"MNG",2004,74.8
"MNG",2005,86.2
"MNG",2006,77
"MNG",2007,78.1
"MNG",2008,79.2
"MNG",2009,80.3
"MNG",2010,78.5
"MNG",2011,72.1
"MNG",2012,83.7
"MNG",2013,81.2
"MNG",2014,86
"MNG",2015,88
"MNG",2016,90.8
"MNG",2017,93.6
"MNG",2018,98.1
"MNG",2019,98.9
"MNG",2020,99.5
"MNG",2021,100
"MNP",2000,100
"MNP",2001,100
"MNP",2002,99.9
"MNP",2003,99.9
"MNP",2004,99.8
"MNP",2005,99.8
"MNP",2006,99.7
"MNP",2007,100
"MNP",2008,100
"MNP",2009,100
"MNP",2010,100
"MNP",2011,100
"MNP",2012,100
"MNP",2013,100
"MNP",2014,100
"MNP",2015,100
"MNP",2016,100
"MNP",2017,100
"MNP",2018,100
"MNP",2019,100
"MNP",2020,100
"MNP",2021,100
"MOZ",2000,6.1
"MOZ",2001,5.7
"MOZ",2002,8.4
"MOZ",2003,8.1
"MOZ",2004,10.7
"MOZ",2005,11.8
"MOZ",2006,13
"MOZ",2007,12.4
"MOZ",2008,13.6
"MOZ",2009,15
"MOZ",2010,18.9
"MOZ",2011,20.2
"MOZ",2012,21.2
"MOZ",2013,22.4
"MOZ",2014,24.8
"MOZ",2015,24
"MOZ",2016,26.2
